Title,Price,InStock,Description,Link,Processor,Memory,Storage,Graphics
"Laptop Lenovo  LOQ 15IRH8 82XV002LUS-Intel Core i5 13420H- Nvidia GeForce RTX 3050 6GB - RAM8G DDR5 5200mhz - 1TB NVMe SSD - 15.6 FHD IPS 144Hz","37899 LE","N/A","   Intel® Core™ i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB  NVIDIA® GeForce RTX™ 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W  1x 8GB SO-DIMM DDR5-5200  1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®  15.6  FHD (1920x1080) IPS 350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC®  White Backlit, English (US)  Windows® 11 Home, English        ","https://www.sigma-computer.com/item?id=6200&name=Laptop_Lenovo__LOQ_15IRH8_82XV002LUS-Intel_Core_i5_13420H-_Nvidia_GeForce_RTX_3050_6GB_-_RAM8G_DDR5_5200mhz_-_1TB_NVMe_SSD_-_15.6_FHD_IPS_144Hz","N/A","N/A","N/A","N/A"
"Laptop HP VICTUS 16-R0073CL - Intel Core I7 13700HX - Nvidia GeForce RTX 4060 8GB - 32G DDR5 5200 MHz - 1TB NVMe SSD - 16.1 inch FHD IPS 144Hz-win 11","67999 LE","N/A"," Processor  Intel® Core™ i7-13700HX (up to 5.0 GHz with Intel® Turbo Boost Technology)  Graphics  NVIDIA® GeForce RTX™ 4060 8GB GDDR6 dedicated  Memory  32 GB DDR5-5200 MHz RAM (2 x 16 GB)  Storage  1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD​  Display  16.1 inch FHD (1920x1080) 144 Hz  OS  WIN 11  ","https://www.sigma-computer.com/item?id=6195&name=Laptop_HP_VICTUS_16-R0073CL_-_Intel_Core_I7_13700HX_-_Nvidia_GeForce_RTX_4060_8GB_-_32G_DDR5_5200_MHz_-_1TB_NVMe_SSD_-_16.1_inch_FHD_IPS_144Hz-win_11","Intel_Core_I7_13700HX","Nvidia_GeForce_RTX_4060_8GB","32G_DDR5_5200_MHz","1TB_NVMe_SSD"
"Western Digital 1TB WD Blue SN570 NVMe Internal Solid State Drive SSD - Gen3 x4 PCIe 8Gb s  M.2 2280  Up to 3 500 MB s - WDS100T3B0C.","3149 LE","N/A"," Hard Disk Interface NVMe Brand Name WD Special Features Compact Hard Disk Description Solid State Drive, nvme Compatible Devices Laptop, Desktop Installation Type Internal Hard Drive Color Blue Hard Disk Size 1 TB Read Speed 3500 Megabytes Per Second                    ","https://www.sigma-computer.com/item?id=6175&name=Western_Digital_1TB_WD_Blue_SN570_NVMe_Internal_Solid_State_Drive_SSD_-_Gen3_x4_PCIe_8Gb_s__M.2_2280__Up_to_3_500_MB_s_-_WDS100T3B0C.","N/A","N/A","N/A","N/A"
"Lenovo IdeaPad Slim 3 Laptop - 83ER0081PS - i5-12450H 8 Cores 8 GB DDR5 4800 MHz RAM 512 GB SSD Integrated Intel UHD Graphics 15.6 FHD 1920x1080 IPS 300 nits Anti-glare Fingerprint Dos - Arctic Grey","22999 LE","N/A","  Specifications  Processor: Intel Core i5-12450H (12th Gen)    	 Cores/Threads: 8 cores (4 Performance + 4 Efficient Cores) Use Case: Great for multitasking, light video editing, and daily productivity apps.   RAM: 8 GB DDR5 @ 4800 MHz  	 Faster performance and lower latency than DDR4.   Storage: 512 GB SSD  	 NVMe likely, providing fast boot times and rapid file access.   Graphics: Integrated Intel UHD Graphics  	 Suitable for basic graphics tasks and casual games but not for heavy 3D gaming.   Display: 15.6  FHD (1920x1080) IPS, 300 nits, Anti-glare  	 IPS panel offers better color accuracy and wider viewing angles. Anti-glare ensures usability in bright environments.   Fingerprint Reader: Yes  	 Convenient and secure login with biometrics.   Operating System: DOS  	 No pre-installed Windows—requires manual installation or use of Linux.   Color: Arctic Grey  	 Modern and professional appearance.     Pros  Performance: The 12th Gen H-series processor brings great speed for office tasks and multitasking. Expandable Memory: You may upgrade the RAM later, ensuring future-proofing. Display Quality: IPS screen with decent brightness (300 nits) ensures comfortable use indoors. Fingerprint Scanner: Adds convenience for security. SSD Storage: Plenty of space for files and fast system performance.  Potential Downsides  No Pre-installed OS: Might need to purchase and install Windows manually if required. Integrated Graphics: Won't handle demanding games or creative software like 3D modeling well. 8 GB RAM: May need an upgrade in the future if you use RAM-intensive applications frequently.   Use Case Fit  Students & Office Workers: Ideal for productivity apps like MS Office, web browsing, and online classes. Content Consumers: Good for streaming, multimedia, and general use. Gamers: Casual gaming possible, but not suited for modern AAA titles.          ","https://www.sigma-computer.com/item?id=6154&name=Lenovo_IdeaPad_Slim_3_Laptop_-_83ER0081PS_-_i5-12450H_8_Cores_8_GB_DDR5_4800_MHz_RAM_512_GB_SSD_Integrated_Intel_UHD_Graphics_15.6_FHD_1920x1080_IPS_300_nits_Anti-glare_Fingerprint_Dos_-_Arctic_Grey","N/A","N/A","N/A","N/A"
"Laptop Lenovo 82YN0001US Yoga 7 - Intel Core i5 1335U - Intel Iris Xe Graphics - 8GB DDR5 5200Mhz - 512GB SSD NVMe - 16 FHD IPS Touch - Windows 11","42899 LE","N/A","     Intel® Core™ i5-1335U, 10C (2P + 8E) / 12T, P-core 1.3 / 4.6GHz, E-core 0.9 / 3.4GHz, 12MB  Integrated Intel® Iris® Xe Graphics 8GB Soldered LPDDR5-5200 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® 16  WUXGA (1920x1200) IPS 300nits Glossy, 45% NTSC, Dolby® Vision™, TÜV Low Blue Light, Glass, Touch Keyboard Backlit, English (US)  Windows® 11 Home, English                                                        ","https://www.sigma-computer.com/item?id=6153&name=Laptop_Lenovo_82YN0001US_Yoga_7_-_Intel_Core_i5_1335U_-_Intel_Iris_Xe_Graphics_-_8GB_DDR5_5200Mhz_-_512GB_SSD_NVMe_-_16_FHD_IPS_Touch_-_Windows_11","Intel_Core_i5_1335U","Intel_Iris_Xe_Graphics","8GB_DDR5_5200Mhz","512GB_SSD_NVMe"
"Laptop Dell 7430 2n1 Convertible  - Intel Core i7 1355U - Intel Iris Xe Graphics 14 - 16GB DDR5 4800MHz -1TB NVMe SSD - 14","52999 LE","N/A"," 13th Generation Intel® Core™ i7-1355U (12 MB cache, 10 cores, 12 threads, up to 5.00 GHz)  14 , FHD+ 1920x1200, 60Hz, WVA, Touch, 250 nit, ComfortView Plus  16 GB: LPDDR5, 4800 MT/s (onboard)  1 TB, M.2, PCIe NVMe, SSD  English US backlit keyboard                ","https://www.sigma-computer.com/item?id=6152&name=Laptop_Dell_7430_2n1_Convertible__-_Intel_Core_i7_1355U_-_Intel_Iris_Xe_Graphics_14_-_16GB_DDR5_4800MHz_-1TB_NVMe_SSD_-_14","Intel_Core_i7_1355U","Intel_Iris_Xe_Graphics_14","16GB_DDR5_4800MHz_-1TB_NVMe_SSD","14"
"Laptop Dell G15 5520  - Intel Core i7 12700H - NVIDIA GeForce RTX 3060 6GB - 16GB DDR5 4800MHz - 1TB NVMe SSD - 15.6 FHD 165 Hz","58999 LE","N/A","   12th Gen Intel® Core™ i7-12700H (14 Core) Processor  16GB DDR5 4800MHz RAM  1TB M.2 Gen 4 Solid State Drive  15.6  FHD (1920X1080) 165 Hz  NVIDIA® GeForce RTX™ 3060, 6GB  Orange Backlit Keyboard with Numeric Keypad and G-Key  Microsoft® Windows 11 Home                    ","https://www.sigma-computer.com/item?id=6151&name=Laptop_Dell_G15_5520__-_Intel_Core_i7_12700H_-_NVIDIA_GeForce_RTX_3060_6GB_-_16GB_DDR5_4800MHz_-_1TB_NVMe_SSD_-_15.6_FHD_165_Hz","Intel_Core_i7_12700H","NVIDIA_GeForce_RTX_3060_6GB","16GB_DDR5_4800MHz","1TB_NVMe_SSD"
"Laptop HP OMEN 16-k0033dx - Intel Core i9 12900H - Nvidia GeForce RTX 3060 6GB - 16GB DDR5 4800 MHz - 1TB NVMe SSD - 16.1 inch QHD IPS 165Hz","69999 LE","N/A"," 12th Generation Intel® Core™ i9-12900H  NVIDIA® GeForce RTX™ 3060 Laptop GPU (6 GB GDDR6 dedicated)  16 GBDDR5-4800 MHz RAM (2 x 8 GB)  1 TB PCIe® Gen4 NVMe™ M.2 SSD  16.1-inch diagonal, QHD (2560 x 1440), 165 Hz, 3 ms response time, IPS  Full-size, 4-zone RGB backlit, shadow black keyboard and 26-Key Rollover Anti-Ghosting Key technology              ","https://www.sigma-computer.com/item?id=6150&name=Laptop_HP_OMEN_16-k0033dx_-_Intel_Core_i9_12900H_-_Nvidia_GeForce_RTX_3060_6GB_-_16GB_DDR5_4800_MHz_-_1TB_NVMe_SSD_-_16.1_inch_QHD_IPS_165Hz","Intel_Core_i9_12900H","Nvidia_GeForce_RTX_3060_6GB","16GB_DDR5_4800_MHz","1TB_NVMe_SSD"
"Laptop HP Envy 16-h1023dx - Intel Core i9-13900H - NVIDIA GeForce RTX 4060 8GB - 16GB DDR5 5200MHz - 1TB SSD NVMe - 16.0-inch WQXGA  2560x1600  120Hz multitouch-enabled IPS","89999 LE"," In Stock  "," ضمــــــــان سنـــــــــة • Processor: Intel Core i9-13900H (P-core 2.6 / 5.4GHz, E-core 1.9 / 4.1GHz, 24MB cache, 14 Cores)  • Graphics: NVIDIA® GeForce RTX™ 4060 8GB  • Memory: 16GB DDR5-5200 MHz  • storage: 1TB SSD  • Display: 16.0-inch 120Hz Diagonal WQXGA multitouch-enabled IPS edge-to-edge glass micro-edge Low Blue Light Display 400 nits Display   • Operating system: Windows 11   • Sound: Audio by Bang & Olufsen  ","https://www.sigma-computer.com/item?id=6149&name=Laptop_HP_Envy_16-h1023dx_-_Intel_Core_i9-13900H_-_NVIDIA_GeForce_RTX_4060_8GB_-_16GB_DDR5_5200MHz_-_1TB_SSD_NVMe_-_16.0-inch_WQXGA__2560x1600__120Hz_multitouch-enabled_IPS","Intel_Core_i9-13900H","NVIDIA_GeForce_RTX_4060_8GB","16GB_DDR5_5200MHz","1TB_SSD_NVMe"
"WIWU STAND S500 LAPTOP STAND - WHITE","349 LE","N/A"," Adjustable angles  Silicone mat  Stable support  Light weight  Foldable  Made from Aluminum alloy    ","https://www.sigma-computer.com/item?id=6127&name=WIWU_STAND_S500_LAPTOP_STAND_-_WHITE","N/A","N/A","N/A","N/A"
"Laptop Lenovo Yoga7 82YL0005US - Intel Core i7 1355U - Iris XeGraphics - 16GB LPDDR5 5200 MHZ - 512GB SSD NVMe - 14 2.2K IPS 60Hz - Windows 11 Home","61500 LE","N/A"," Processor   Intel® Core™ i7-1355U, 10C (2P + 8E) / 12T, P-core 1.7 / 5.0GHz, E-core 1.2 / 3.7GHz, 12MB  Graphics  Integrated Intel® Iris® Xe Graphics  Memory  16GB Soldered LPDDR5-5200  Storage  512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®  Display   14  2.2K (2240x1400) IPS 300nits Glossy, 100% sRGB, 60Hz, Dolby® Vision™, TÜV Low Blue Light, Glass, Touch  Keyboard  Backlit, English (US)  Operating System  Windows® 11 Home, English                                            ","https://www.sigma-computer.com/item?id=6107&name=Laptop_Lenovo_Yoga7_82YL0005US_-_Intel_Core_i7_1355U_-_Iris_XeGraphics_-_16GB_LPDDR5_5200_MHZ_-_512GB_SSD_NVMe_-_14_2.2K_IPS_60Hz_-_Windows_11_Home","Intel_Core_i7_1355U","Iris_XeGraphics","16GB_LPDDR5_5200_MHZ","512GB_SSD_NVMe"
"Laptop HP VICTUS 15-FA1093DX - Intel Core i5 13420H - NVIDIA GeForce RTX 3050 6GB - 8GB DDR4 3200MHz - 512GB SSD NVMe - 15.6 FHD IPS 144HZ - W11","34999 LE"," In Stock  "," ضمــــــــان سنـــــــــة  Processor: Intel® Core™ i5-13420H, with speeds up to 4.5 GHz, 18 MB L3 cache, and 12 cores/16 threads. Graphics: NVIDIA® GeForce RTX™ 3050 Laptop GPU, 6 GB GDDR6 dedicated memory. Memory: 8 GB DDR4-3200 MHz RAM. Storage: 512 GB PCIe® NVMe™ TLC M.2 SSD. Display: 15.6  FHD (1920 x 1080), 144 Hz refresh rate, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC color gamut. Keyboard: Full-size, backlit mica silver keyboard with numeric keypad.   ","https://www.sigma-computer.com/item?id=6106&name=Laptop_HP_VICTUS_15-FA1093DX_-_Intel_Core_i5_13420H_-_NVIDIA_GeForce_RTX_3050_6GB_-_8GB_DDR4_3200MHz_-_512GB_SSD_NVMe_-_15.6_FHD_IPS_144HZ_-_W11","Intel_Core_i5_13420H","NVIDIA_GeForce_RTX_3050_6GB","8GB_DDR4_3200MHz","512GB_SSD_NVMe"
"Laptop HP ENVY x360 ES2501DX - Intel Core i7 1260P - Intel Iris X Graphics - 16GB DDR4 3200Mhz - 512GB SSD NVMe - 15.6 FHD IPS - Windows 11","49999 LE","N/A"," Processor   Intel® Core™ i7-1260P (up to 4.7 GHz with Intel® Turbo Boost Technology, 18 MB L3 cache, 12 cores, 16 threads)  Graphics  Intel® Iris® Xᵉ Graphics  Memory  16GB (2 x 8GB) DDR4 3200Mhz  Storage  512GB M.2 PCIe® NVMe™  Display   15.6  diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Corning® Gorilla® Glass NBT™, 250 nits, 45% NTSC  Windows 11    ","https://www.sigma-computer.com/item?id=6105&name=Laptop_HP_ENVY_x360_ES2501DX_-_Intel_Core_i7_1260P_-_Intel_Iris_X_Graphics_-_16GB_DDR4_3200Mhz_-_512GB_SSD_NVMe_-_15.6_FHD_IPS_-_Windows_11","Intel_Core_i7_1260P","Intel_Iris_X_Graphics","16GB_DDR4_3200Mhz","512GB_SSD_NVMe"
"Laptop HP VICTUS 16-R0059WM - Intel Core i7 13700H - NVIDIA GeForce RTX 4060 8GB - 16GB DDR5 5200Mhz - 1TB SSD NVMe - 16.1 FHD IPS 144Hz with HyperX Wired Headset  OS   Windows 11","59999 LE"," In Stock  "," ضمــــــــان سنـــــــــة   rocessor: Intel® Core™ i7-13700H, 14 cores (6 performance + 8 efficiency), 20 threads, base clock 2.4 GHz, boost up to 5.0 GHz, 24MB cache. Graphics: NVIDIA® GeForce RTX™ 4060 Laptop GPU, 8 GB GDDR6 dedicated memory. Memory: 16 GB DDR5 RAM (2 x 8 GB), 5200 MHz. Storage: 1TB SSD. Display: 16.1-inch FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits. Operating System: Windows 11.   ","https://www.sigma-computer.com/item?id=6104&name=Laptop_HP_VICTUS_16-R0059WM_-_Intel_Core_i7_13700H_-_NVIDIA_GeForce_RTX_4060_8GB_-_16GB_DDR5_5200Mhz_-_1TB_SSD_NVMe_-_16.1_FHD_IPS_144Hz_with_HyperX_Wired_Headset__OS___Windows_11","Intel_Core_i7_13700H","NVIDIA_GeForce_RTX_4060_8GB","16GB_DDR5_5200Mhz","1TB_SSD_NVMe"
"HP VICTUS 16-R0049NIA-Intel   Core    i7-13700H-NVIDIA   GeForce RTX    4050 6GB-16GB DDR5-5200-1TB PCIe   Gen4 NVMe-16.1","55499 LE","N/A"," Processor   Intel® Core™ i7-13700H (up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)  Graphics  NVIDIA® GeForce RTX™ 4050 Laptop GPU (6GB GDDR6 dedicated memory)  Memory  16 GB DDR5-5200 MHz RAM (2 x 8 GB)  Storage  1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD  Display   40.9 cm (16.1 ) diagonal, FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC  keyboard  Full-size, backlit, performance opaque keyboard with numeric keypad                ","https://www.sigma-computer.com/item?id=6103&name=HP_VICTUS_16-R0049NIA-Intel___Core____i7-13700H-NVIDIA___GeForce_RTX____4050_6GB-16GB_DDR5-5200-1TB_PCIe___Gen4_NVMe-16.1","N/A","N/A","N/A","N/A"
"Laptop HP VICTUS 16-R0050NIA - Intel Core i7 13700H - NVIDIA GeForce RTX 4050 6GB - 16GB DDR5 5200Mhz - 1TB SSD NVMe - 16.1 FHD IPS 144 Hz","55999 LE","N/A"," Processor   Intel® Core™ i7-13700H (up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)  Graphics  NVIDIA® GeForce RTX™ 4050 Laptop GPU (6GB GDDR6 dedicated memory)  Memory  16 GB DDR5-5200 MHz RAM (2 x 8 GB)  Storage  1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD  Display   40.9 cm (16.1 ) diagonal, FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC  keyboard  Full-size, backlit, performance blue opaque keyboard with numeric keypad          ","https://www.sigma-computer.com/item?id=6102&name=Laptop_HP_VICTUS_16-R0050NIA_-_Intel_Core_i7_13700H_-_NVIDIA_GeForce_RTX_4050_6GB_-_16GB_DDR5_5200Mhz_-_1TB_SSD_NVMe_-_16.1_FHD_IPS_144_Hz","Intel_Core_i7_13700H","NVIDIA_GeForce_RTX_4050_6GB","16GB_DDR5_5200Mhz","1TB_SSD_NVMe"
"HP Victus Gaming Laptop 15-FA1115NIA-Intel   Core    i7-13700H-NVIDIA   GeForce RTX    4050 6GB-16GB DDR4 3200MHz-512GB PCIe   Gen4 NVMe-15.6","49499 LE","N/A"," Processor   Intel® Core™ i7-13700H (up to 5.0 GHz with Intel® Turbo Boost Technology, 24MB L3 cache, 14 cores, 20 threads ) 1   Graphics  NVIDIA® GeForce RTX™ 4050 Laptop GPU (6GB GDDR6 dedicated memory)  Memory  16GB DDR4 3200MHz RAM (2 x 8GB)  Storage  512GB PCIe® Gen4 NVMe™ TLC M.2 SSD  Display   39.6 cm (15.6 ) diagonal FHD (1920 x 1080) IPS, 144Hz, 9ms, micro-edge, anti-glare, 250 nits, 45% NTSC color 2  keyboard  Full-size keyboard with light backlit numeric keypad        ","https://www.sigma-computer.com/item?id=6101&name=HP_Victus_Gaming_Laptop_15-FA1115NIA-Intel___Core____i7-13700H-NVIDIA___GeForce_RTX____4050_6GB-16GB_DDR4_3200MHz-512GB_PCIe___Gen4_NVMe-15.6","N/A","N/A","N/A","N/A"
"HP Victus Gaming Laptop 15-fa1114nia-Intel   Core    i7-13700H-NVIDIA   GeForce RTX    4050 6GB-16GB DDR4 3200MHz-512GB PCIe   Gen4 NVMe-15.6","54000 LE","N/A"," Processor   Intel® Core™ i7-13700H (up to 5.0 GHz with Intel® Turbo Boost Technology, 24MB L3 cache, 14 cores, 20 threads ) 1   Graphics  NVIDIA® GeForce RTX™ 4050 Laptop GPU (6GB GDDR6 dedicated memory)  Memory  16GB DDR4 3200MHz RAM (2 x 8GB)  Storage  512GB PCIe® Gen4 NVMe™ TLC M.2 SSD  Display   39.6 cm (15.6 ) diagonal FHD (1920 x 1080) IPS, 144Hz, 9ms, micro-edge, anti-glare, 250 nits, 45% NTSC color 2  keyboard  Full-size keyboard with light  backlit numeric keypad          ","https://www.sigma-computer.com/item?id=6100&name=HP_Victus_Gaming_Laptop_15-fa1114nia-Intel___Core____i7-13700H-NVIDIA___GeForce_RTX____4050_6GB-16GB_DDR4_3200MHz-512GB_PCIe___Gen4_NVMe-15.6","N/A","N/A","N/A","N/A"
"HP Victus Gaming Laptop 15-fa1113nia-Intel   Core    i7-13700H-NVIDIA   GeForce RTX    4050 6GB-16GB DDR4 3200MHz-512GB PCIe   Gen4 NVMe-15.6","49499 LE","N/A"," Processor   Intel® Core™ i7-13700H (up to 5.0 GHz with Intel® Turbo Boost Technology, 24MB L3 cache, 14 cores, 20 threads ) 1   Graphics  NVIDIA® GeForce RTX™ 4050 Laptop GPU (6GB GDDR6 dedicated memory)  Memory  16GB DDR4 3200MHz RAM (2 x 8GB)  Storage  512GB PCIe® Gen4 NVMe™ TLC M.2 SSD  Display   39.6 cm (15.6 ) diagonal FHD (1920 x 1080) IPS, 144Hz, 9ms, micro-edge, anti-glare, 250 nits, 45% NTSC color 2  keyboard  Full-size keyboard with light blue backlit numeric keypad  ","https://www.sigma-computer.com/item?id=6099&name=HP_Victus_Gaming_Laptop_15-fa1113nia-Intel___Core____i7-13700H-NVIDIA___GeForce_RTX____4050_6GB-16GB_DDR4_3200MHz-512GB_PCIe___Gen4_NVMe-15.6","N/A","N/A","N/A","N/A"
"COUGAR-EGY CABLE DP TOHDMI 1.8M 4K","250 LE","N/A","   1.8m Display Port Display Port Male DP-HDMI Male Adapter Converter Cable for PC Laptop HD Projector  Brand: Other  Type: Cables  Compatible with: Multi  Length: 1.8m  ","https://www.sigma-computer.com/item?id=6087&name=COUGAR-EGY_CABLE_DP_TOHDMI_1.8M_4K","N/A","N/A","N/A","N/A"
"COUGAR EGY MOUSE 1400 LED Wireless","450 LE"," In Stock  ","     Cougar LED Wireless Mouse(1400), Rechargeable Slim Silent 2.4G Portable Optical Office Mouse with USB & 3 Adjustable DPI for Notebook, PC, Laptop, Computer, Desktop (BLACK)        ","https://www.sigma-computer.com/item?id=6086&name=COUGAR_EGY_MOUSE_1400_LED_Wireless","N/A","N/A","N/A","N/A"
" RUNMUS K1B PRO Gaming Headset Blue LED","325 LE"," In Stock  "," Connect Aux 3.5mm + USB For Lighting only  50mm Drivers  Noise Cancelation Microphone  Stereo Sound  For PC / Laptop / Mobile / PS4        ","https://www.sigma-computer.com/item?id=6085&name=_RUNMUS_K1B_PRO_Gaming_Headset_Blue_LED","N/A","N/A","N/A","N/A"
"Laptop HP Victus 15-FA0040NE - Intel Core i7 12700H - NVIDIA GeForce RTX 3050 4GB - 16GB DDR4 3200Mhz - 512GB SSD NVMe - 15.6 FHD IPS 144 Hz","44999 LE"," In Stock  "," Intel® Core™ i7-12700H (up to 4.7 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)   Discrete,  NVIDIA® GeForce RTX™ 3050 4GB   16GB DDR4-3200 MHz RAM (2 x 8 GB)  512 GB PCIe® NVMe™ TLC M.2 SSD  (15.6 ) diagonal, FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC  Full-size, backlit, mica silver keyboard with numeric keypad  Mica silver, black chrome logo  ","https://www.sigma-computer.com/item?id=6070&name=Laptop_HP_Victus_15-FA0040NE_-_Intel_Core_i7_12700H_-_NVIDIA_GeForce_RTX_3050_4GB_-_16GB_DDR4_3200Mhz_-_512GB_SSD_NVMe_-_15.6_FHD_IPS_144_Hz","Intel_Core_i7_12700H","NVIDIA_GeForce_RTX_3050_4GB","16GB_DDR4_3200Mhz","512GB_SSD_NVMe"
"Dell Vostro 3510 Laptop  Intel Core i3-1115G4  15.6 Inch FHD  256GB SSD  4GB RAM  Intel UHD Graphics  Ubuntu - Black","18750 LE","N/A"," Processor  Intel Core i3-1115G4  RAM  4GB DDR4  Storage  256GB SSD  Display Size  15.6-inch FHD (1920×1080)  Graphics Card Type  Intel UHD Graphics (integrated)    ","https://www.sigma-computer.com/item?id=6069&name=Dell_Vostro_3510_Laptop__Intel_Core_i3-1115G4__15.6_Inch_FHD__256GB_SSD__4GB_RAM__Intel_UHD_Graphics__Ubuntu_-_Black","N/A","N/A","N/A","N/A"
"HAVIT NOTEBOOK COOLER PAD HV-F2069 Laptop Cooling Pad","799 LE"," In Stock  "," • 10 RGB mode  • With phone holder  • Infinitely adjustable speed  Color: Black  Material: ABS + Irom Mesh  Interface Type: 2 x USB-A 2.0  Fan Speed: 1000 - 1200 rpm  Operating Voltage: DC 5V        ","https://www.sigma-computer.com/item?id=6066&name=HAVIT_NOTEBOOK_COOLER_PAD_HV-F2069_Laptop_Cooling_Pad","N/A","N/A","N/A","N/A"
"JSAUX HB0501 USB-C 5 IN 1 MultiFunction USB C Adapter","750 LE"," In Stock  "," JSAUX HB0501 USB-C 5-in-1 Adapter :  1x HDMI: Supports 4K@30Hz. 1x USB-C PD: Fast charging up to 100W (no data transfer). 3x USB-A 3.0: Data transfer up to 5Gbps. Compact Design: Portable and compatible with various devices (MacBooks, laptops, etc.).   ","https://www.sigma-computer.com/item?id=6065&name=JSAUX_HB0501_USB-C_5_IN_1_MultiFunction_USB_C_Adapter","N/A","N/A","N/A","N/A"
" Havit F2071 Havit 9 17 Inch Notebook Adjustable Laptop Stand Cooler 6 Fan Usb Plastic Laptop Cooling Pad For Laptop Cooler","1050 LE","N/A","   F2071 Havit 9 17 Inch Notebook Adjustable Laptop Stand Cooler 6 Fan Usb Plastic Laptop Cooling Pad For Laptop Cooler  ","https://www.sigma-computer.com/item?id=6063&name=_Havit_F2071_Havit_9_17_Inch_Notebook_Adjustable_Laptop_Stand_Cooler_6_Fan_Usb_Plastic_Laptop_Cooling_Pad_For_Laptop_Cooler","N/A","N/A","N/A","N/A"
"Cougar egy Wireless Mouse E-1400 .","450 LE"," In Stock  "," LED Wireless Mouse, Rechargeable Slim Silent 2.4G Portable Optical Office Mouse with USB & 3 Adjustable DPI for Notebook, PC, Laptop, Computer, Desktop (Black)        ","https://www.sigma-computer.com/item?id=6008&name=Cougar_egy_Wireless_Mouse_E-1400_.","N/A","N/A","N/A","N/A"
"COUGAR-EGY NOTEBOOK CASE-01-BLACK","250 LE","N/A"," Cougar Laptop Handbag for office sholder bag up to 15.6  (01 / BLACK)  ","https://www.sigma-computer.com/item?id=6007&name=COUGAR-EGY_NOTEBOOK_CASE-01-BLACK","N/A","N/A","N/A","N/A"
"COUGAR-EGY NOTEBOOK CASE-01-Grey","250 LE","N/A"," Cougar Laptop Handbag for office sholder bag up to 15.6  (01 / Grey)              ","https://www.sigma-computer.com/item?id=6006&name=COUGAR-EGY_NOTEBOOK_CASE-01-Grey","N/A","N/A","N/A","N/A"
"COUGAR-EGY NOTEBOOK CASE-01-BROWN","250 LE","N/A"," Cougar Laptop Handbag for office sholder bag up to 15.6  (01 / brown)  ","https://www.sigma-computer.com/item?id=6005&name=COUGAR-EGY_NOTEBOOK_CASE-01-BROWN","N/A","N/A","N/A","N/A"
"COUGAR-EGY NOTEBOOK CASE-01-BLUE","250 LE","N/A"," Cougar Laptop Handbag for office sholder bag up to 15.6  (01 / blue)  ","https://www.sigma-computer.com/item?id=6004&name=COUGAR-EGY_NOTEBOOK_CASE-01-BLUE","N/A","N/A","N/A","N/A"
"COUGAR EGY NOTEBOOK CASE S35 Blue","525 LE","N/A","   Travel Business Laptop Backpack for laptop  Up to 17 inches laptop case  Ideal for your work and travel  Additional sleeve for Ipad/ Tablet  Multiple pockets  Made with and durable material  ","https://www.sigma-computer.com/item?id=6003&name=COUGAR_EGY_NOTEBOOK_CASE_S35_Blue","N/A","N/A","N/A","N/A"
"Laptop HP Envy x360 14-ES0013DX - Intel Core i5 1335U - Intel Iris Xe Graphics - 8GB DDR4 3200Mhz - 512GB SSD NVMe - 14 FHD IPS Touch Screen - Finger Reader - Windows 11","32999 LE"," In Stock  "," HP Envy x360 14-ES0013DX:  Processor: Intel Core™ i5-1335U (10 cores, 12MB cache) Graphics: Intel Iris Xe Graphics Memory: 8GB DDR4 3200 MHz Storage: 512GB SSD NVMe Display: 14  FHD IPS Touchscreen (1920x1080, 250 nits) Operating System: Windows 11 Features: Fingerprint Reader, English Keyboard Color: Silver   ","https://www.sigma-computer.com/item?id=5979&name=Laptop_HP_Envy_x360_14-ES0013DX_-_Intel_Core_i5_1335U_-_Intel_Iris_Xe_Graphics_-_8GB_DDR4_3200Mhz_-_512GB_SSD_NVMe_-_14_FHD_IPS_Touch_Screen_-_Finger_Reader_-_Windows_11","Intel_Core_i5_1335U","Intel_Iris_Xe_Graphics","8GB_DDR4_3200Mhz","512GB_SSD_NVMe"
