Title,Price,InStock,Description,Link,Processor,Memory,Storage,Graphics
"HP Victus 16-r0029nia  Intel Core i5-13500H  RAM 16GB  512GB SSD  NVIDIA RTX 3050 6GB  16.1 FHD IPS 144Hz  Performance blue","38999 LE","N/A","      Technical Specifications:   Processor (CPU):  Intel® Core™ i5-13500H Up to 4.7 GHz with Intel® Turbo Boost Technology 18 MB L3 cache 12 cores, 16 threads    Memory (RAM):  16 GB DDR5-5200 MT/s (2 x 8 GB) Transfer rates up to 5200 MT/s    Storage:  512 GB PCIe® Gen4 NVMe™ M.2 SSD    Graphics (GPU):  NVIDIA® GeForce RTX™ 3050 Laptop GPU 6 GB GDDR6 dedicated memory    Display:  16.1  diagonal (40.9 cm) FHD (1920 x 1080) resolution 144 Hz refresh rate IPS panel, micro-edge, anti-glare 250 nits brightness, 45% NTSC color gamut    Camera:  HP True Vision 1080p FHD camera Temporal noise reduction Dual-array digital microphones    Color:  Performance Blue with a chrome logo    Keyboard:  Arabic & English layout    Operating System (OS):  Without OS    Accessories:  None                ","https://www.sigma-computer.com/item?id=7525&name=HP_Victus_16-r0029nia__Intel_Core_i5-13500H__RAM_16GB__512GB_SSD__NVIDIA_RTX_3050_6GB__16.1_FHD_IPS_144Hz__Performance_blue","N/A","N/A","N/A","N/A"
"MSI B13VE i7-13620H 10C 16T  RAM 16G DDR4 3200Hz  2 8 -SSD 512G Gen4 RTX4050 6G 15.6-FHD-IPS-144Hz Blue Backlit-Arabic-1.86 kg-2Year Warranty","44999 LE","N/A"," MSI Thin 15 B13VE laptop specifications: Specifications:  Processor: Intel Core i7-13620H (10 Cores, 16 Threads) RAM: 16GB DDR4 3200MHz (2x8GB) Storage: 512GB SSD (Gen4) + 2.5  HDD/SSD slot Graphics Card: NVIDIA GeForce RTX 4050, 6GB GDDR6 (45W TGP) Display: 15.6  FHD (1920x1080), IPS, 144Hz Keyboard: Blue Backlit, Arabic layout Weight: 1.86 kg Warranty: 2 Years Model Code: THIN15B13VE-9S7-16R831-2614         ","https://www.sigma-computer.com/item?id=7508&name=MSI_B13VE_i7-13620H_10C_16T__RAM_16G_DDR4_3200Hz__2_8_-SSD_512G_Gen4_RTX4050_6G_15.6-FHD-IPS-144Hz_Blue_Backlit-Arabic-1.86_kg-2Year_Warranty","N/A","N/A","N/A","N/A"
"MSI Thin 15 B12UCX i5 12450H RTX2050 RAM 8G DDR4 3200Hz SSD 512G 15.6-FHD-IPS-144Hz Blue Backlit-Arabic 1.86 kg-2 Year warranty","27999 LE"," In Stock  "," ضمـــــــان سنتـــــين وكــــــيل MSI Thin 15 B12UCX is a powerful yet portable laptop, ideal for gamers, students, and creators. Specifications  Processor: Intel Core i5-12450H (12th Gen) Graphics: NVIDIA GeForce RTX 2050, excellent for gaming and creative work. Memory: 8GB DDR4 (3200MHz) – expandable for multitasking needs. Storage: 512GB SSD – fast boot times and ample storage. Display: 15.6  FHD IPS, 144Hz – smooth visuals and vibrant colors. Keyboard: Blue backlit, Arabic support – perfect for night use and regional preferences. Weight: 1.86 kg – lightweight for its power. Warranty: 2 years for peace of mind.   ","https://www.sigma-computer.com/item?id=7506&name=MSI_Thin_15_B12UCX_i5_12450H_RTX2050_RAM_8G_DDR4_3200Hz_SSD_512G_15.6-FHD-IPS-144Hz_Blue_Backlit-Arabic_1.86_kg-2_Year_warranty","N/A","N/A","N/A","N/A"
"ASUS TUF Gaming F15 FX507ZI4-LP34W  Intel Core i7-12700H NVIDIA RTX 4070 8GB  16GB DDR4 RAM  512GB SSD 15.6 Full HD  1920x1080  with 144Hz - WIN 11","61799 LE"," In Stock  "," ضمــــــان سنــــة ASUS TUF Gaming F15 FX507ZI4-LP34W  A beastly gaming laptop designed for enthusiasts. Here's a quick rundown:  Processor: Intel Core i7-12700H (14 cores, high-performance). Graphics Card: NVIDIA GeForce RTX 4070 (8GB GDDR6). Memory: 16GB DDR4 RAM, upgradeable. Storage: 512GB SSD (fast boot and load times). Display: 15.6  Full HD (1920x1080) with 144Hz refresh rate. OS: Windows 11 Home pre-installed. Build: Sturdy design in a sleek gray finish, ideal for gaming on the go.  This laptop is perfect for gamers, content creators, and power users seeking high performance with reliable build quality.        ","https://www.sigma-computer.com/item?id=7479&name=ASUS_TUF_Gaming_F15_FX507ZI4-LP34W__Intel_Core_i7-12700H_NVIDIA_RTX_4070_8GB__16GB_DDR4_RAM__512GB_SSD_15.6_Full_HD__1920x1080__with_144Hz_-_WIN_11","N/A","N/A","N/A","N/A"
"JSAUX- CV0011 8K 60HZ - 4K 120HZ HDMI TO HDMI ALUMINUM ALLOY CABLE - 3M - GREY","349 LE"," In Stock  "," JSAUX 8K@60Hz HDMI Cable - Premium Ultra-High-Definition Experience  Resolution & Performance: Supports 8K@60Hz, 4K, 1080p, and 720p resolutions with ultra-fast data transfer rates up to 48Gbps. Ideal for movies, gaming, and high-refresh-rate setups. Build Quality: Aluminum alloy housing with durable nylon braiding and corrosion-resistant gold connectors for superior video and audio transmission. Advanced Features:  	 HDR10, Dolby Atmos, and Dolby Vision support for lifelike visuals and immersive sound. ARC/eARC for enhanced audio return. Automatic Low Latency Mode (ALLM) and Variable Refresh Rate (VRR) for smooth, lag-free performance. Quick notification switching for seamless usage.   Compatibility: Works with Blu-ray players, Fire TV, Apple TV, PS5/PS4/PS3, Xbox consoles, Nintendo Switch, PCs, laptops, and monitors. Cable Length: 3 meters, suitable for versatile use in home or office setups.         ","https://www.sigma-computer.com/item?id=7478&name=JSAUX-_CV0011_8K_60HZ_-_4K_120HZ_HDMI_TO_HDMI_ALUMINUM_ALLOY_CABLE_-_3M_-_GREY","N/A","N/A","N/A","N/A"
"Hikvision E100N M.2 2280 SATA III SSD - 128GB  550MB-s Read - 440MB-s Write ","699 LE"," In Stock  "," ضمـــــــــان سنــــــــــة The E100N series solid state drive is the result of years of experience and expertise in storage technology and flash memory management. This product is designed to optimize computer operating systems, offering stable and fast data service by accelerating startup times and overall performance. Features  High R/W Speed (SATA Interface):  Max. Read Speed: Up to 560 MB/s   3D NAND Technology:  Provides higher capacity, performance, and stability   Vibration-Resistant Structure:  No mechanical components; electronic chip control ensures better data safety   Application Field:  Ideal for personal computers, laptops, and other devices.     ","https://www.sigma-computer.com/item?id=7453&name=Hikvision_E100N_M.2_2280_SATA_III_SSD_-_128GB__550MB-s_Read_-_440MB-s_Write_","N/A","N/A","N/A","N/A"
"HIKVISION T200N 256GB SSD USB 3.1 Type-C  High-Speed Read-Write  450 MB-s ","999 LE"," In Stock  ","  ضمـــــــــان سنــــــــــة Highlights:  High-Speed Transmission: The maximum read speed is up to 450MB/s, which is 4 times faster than a mechanical hard disk. Capacity Expansion for Mobile Phones: Can connect to Android phones, Android tablets, and other devices via OTG cables for expanded storage. Shock Resistant and Heat Dissipation: The metal case helps dissipate heat effectively. The consumer SSD uses the E2000 M.2 interface. 3D NAND Flash: Stereoscopic storage technology allows each storage unit to be more compact, greatly improving the storage capacity of flash memory.  	   	Overview: Introduction The T200N Portable SSD is designed to expand storage capacity for Android phones, Android tablets, PCs, and laptops via the USB 3.1 Type-C interface, addressing the need for long-term, large-capacity storage. The T200N series SSD is popular among individuals, designers, and video editors who require reliable, fast storage.           ","https://www.sigma-computer.com/item?id=7447&name=HIKVISION_T200N_256GB_SSD_USB_3.1_Type-C__High-Speed_Read-Write__450_MB-s_","N/A","N/A","N/A","N/A"
"HP Victus 15-fb0049ne Gaming Laptop - Ryzen 5-5600H 6-Cores - Radeon RX 6500M 4GB - 8GB DDR4-3200 - 512GB PCIe   Gen4 NVMe - 15.6 FHD IPS 144Hz. ","27750 LE"," In Stock  "," ضمــــان ســــنة   Processor: AMD Ryzen™ 5 5600H (6 cores, 12 threads, up to 4.2 GHz) Graphics: AMD Radeon™ RX 6500M (4 GB GDDR6) Memory: 8 GB DDR4-3200 Storage: 512 GB PCIe® Gen4 NVMe™ SSD Display: 15.6  FHD (1920 x 1080), 144 Hz, IPS, 250 nits brightness Battery: 52.5 Wh, up to 8.5 hours, fast charge (50% in 45 mins) Wi-Fi: Wi-Fi 6, Bluetooth® 5.3 Ports: USB Type-C®, USB Type-A, HDMI 2.1, RJ-45, headphone/mic combo Weight: 2.29 kg Eco Features: Contains recycled plastic materials         ","https://www.sigma-computer.com/item?id=7437&name=HP_Victus_15-fb0049ne_Gaming_Laptop_-_Ryzen_5-5600H_6-Cores_-_Radeon_RX_6500M_4GB_-_8GB_DDR4-3200_-_512GB_PCIe___Gen4_NVMe_-_15.6_FHD_IPS_144Hz._","Ryzen_5-5600H_6-Cores","Radeon_RX_6500M_4GB","8GB_DDR4-3200","512GB_PCIe___Gen4_NVMe"
"GIGABYTE G6X 9KG - Intel Core i7 13650HX - NVIDIA RTX 4060 8GB GDDR6 - 16GB DDR5 4800MHz - 512GB M.2 SSD - 16 WUXGA 1920x1200 165Hz - DOS","52999 LE","N/A"," ضمــــان سنتيــــن GIGABYTE G6X 9KG laptop:  Processor: Intel® Core™ i7-13650HX (14 cores, 20 threads, up to 4.9 GHz) Graphics: NVIDIA® GeForce RTX™ 4060 (8GB GDDR6) Display: 16.0  WUXGA (1920x1200), 165Hz, 16:10 aspect ratio Memory: 16GB DDR5 (upgradable to 64GB) Storage: 512GB M.2 SSD (2x M.2 slots, supports up to 4TB) Keyboard: RGB Backlit, 1.5mm key travel Ports: USB Type-A, Type-C, HDMI 2.1, RJ-45, Audio jack Connectivity: Wi-Fi 6E, Bluetooth 5.2 Battery: 73Wh, 180W AC Adapter Weight: ~2.5 kg (~5.64 lbs) Security: TPM, Kensington Lock Slot         ","https://www.sigma-computer.com/item?id=7420&name=GIGABYTE_G6X_9KG_-_Intel_Core_i7_13650HX_-_NVIDIA_RTX_4060_8GB_GDDR6_-_16GB_DDR5_4800MHz_-_512GB_M.2_SSD_-_16_WUXGA_1920x1200_165Hz_-_DOS","Intel_Core_i7_13650HX","NVIDIA_RTX_4060_8GB_GDDR6","16GB_DDR5_4800MHz","512GB_M.2_SSD"
"Gigabyte Aorus 16X 9SG 2024 Intel core i7-13650HX- Nvidia RTX 4070 8GB- 16GB DDR5 4800Mhz- 1TB SSD -16 inch WQXGA 165HZ- Win11","80999 LE","N/A"," ضمــــان سنتيــــن    AORUS 16X 9SG 2024:  Processor: Intel® Core™ i7-13650HX (6 P-cores, 8 E-cores, up to 4.9 GHz) (14c-20t) Graphics: NVIDIA® GeForce RTX™ 4070 Laptop GPU, 8GB GDDR6 Display: 16.0  16:10 WQXGA (2560x1600), 165Hz, 100% sRGB, Dolby Vision®, G-SYNC Memory: 2 x DDR5 slots (up to 64GB, DDR5-4800MHz) Storage: 2 x M.2 SSD slots, each 1TB Keyboard: 3-zone RGB, 1.7mm key travel, N-Key rollover Ports:  	 Left: 1 x DC in, 1 x RJ-45, 1 x HDMI 2.1, 1 x Type-A USB 3.2, 1 x Type-C Thunderbolt™ 4 Right: 1 x Type-A USB 3.2, 1 x Type-C USB 3.2, 1 x MicroSD, 1 x Audio Jack   Audio: 2 x 2W speakers, Dolby Atmos®, Smart Amp Technology Webcam: FHD (1080p) IR webcam, Windows Hello support Dimensions: 35.6 x 25.4 x 2.02.7 cm (14.01 x 10 x 0.781.06 inches) Weight: ~2.3 kg (5.07 lb) Color: Midnight Gray   ","https://www.sigma-computer.com/item?id=7418&name=Gigabyte_Aorus_16X_9SG_2024_Intel_core_i7-13650HX-_Nvidia_RTX_4070_8GB-_16GB_DDR5_4800Mhz-_1TB_SSD_-16_inch_WQXGA_165HZ-_Win11","N/A","N/A","N/A","N/A"
"Acer Nitro V Gaming Laptop Intel Core i5-13420H Processor NVIDIA GeForce RTX 3050 6GB Laptop GPU 15.6 FHD IPS 144Hz Display 8GB DDR5 512GB Gen 4 SSD WiFi 6 Backlit KB","35499 LE","N/A"," Acer Nitro V Gaming Laptop (ANV15-51-532J) specs:  Processor: Intel Core i5-13420H (Cores: 6 Threads: 12 threads ) GPU: NVIDIA GeForce RTX 3050 6GB version Laptop GPU (Good for gaming with ray tracing support) Display: 15.6  FHD IPS, 144Hz (Smooth visuals with high refresh rate for gaming) RAM: 8GB DDR5 (Fast memory, but upgradeable for more intensive tasks) Storage: 512GB Gen 4 SSD (Fast storage, good for gaming and apps) Connectivity: WiFi 6 (Fast and reliable wireless connection) Keyboard: Backlit (Great for gaming in low-light environments)         ","https://www.sigma-computer.com/item?id=7407&name=Acer_Nitro_V_Gaming_Laptop_Intel_Core_i5-13420H_Processor_NVIDIA_GeForce_RTX_3050_6GB_Laptop_GPU_15.6_FHD_IPS_144Hz_Display_8GB_DDR5_512GB_Gen_4_SSD_WiFi_6_Backlit_KB","N/A","N/A","N/A","N/A"
"Dell Inspiron 16 7640 2-in-1 laptop Intel Core Ultra 7 155H 1TB SSD 16GB Ram Intel Arc Graphics 16","55499 LE"," In Stock  "," ضمــــــان سنــــــة   Processor: Intel Core Ultra 7 155H (16 Cores, 3.8 GHz, up to 4.8 GHz Turbo) Memory: 16GB DDR5 (6400 MHz) Storage: 1TB M.2 SSD Display: 16-inch WUXGA (1920x1200), IPS, 300 nits, Touchscreen Graphics: Intel Arc Graphics Operating System: Windows 11 Home Networking: Wi-Fi 6E and Bluetooth 5.3 Audio: Quad Tuned Speakers with Dolby Atmos Weight: 2.18 kg Warranty: 1 Year On-Site Warranty Color: Ice Blue   ","https://www.sigma-computer.com/item?id=7406&name=Dell_Inspiron_16_7640_2-in-1_laptop_Intel_Core_Ultra_7_155H_1TB_SSD_16GB_Ram_Intel_Arc_Graphics_16","N/A","N/A","N/A","N/A"
"Lexar SL500M 2TB External SSD with Magnetic Set  USB3.2 Gen2x2 Portable SSD  up to 2000MB s Read  Compact External Solid State Drive Ultra Slim Compatible with iPhone 15 Series Mac PS5 XBOX Laptop PC","8999 LE"," In Stock  "," ضمـــــــان ثـــــلاث سنـــــوات The Lexar SL500M 1TB External SSD is a high-performance portable solid-state drive that offers impressive features for a variety of devices.  Storage Capacity: 1TB, providing ample space for your data, games, media files, and more. Interface: USB 3.2 Gen2x2, ensuring fast data transfer speeds and compatibility with a wide range of devices. Read Speed: Up to 2000MB/s, allowing for ultra-fast access to your files, making it ideal for gaming, video editing, or any data-heavy tasks. Magnetic Set: The inclusion of a magnetic set allows the drive to be mounted securely on compatible surfaces, offering added convenience for portability. Slim and Compact Design: Ultra-slim, lightweight form factor, making it easy to carry around and use on-the-go. Compatibility: Works seamlessly with devices like iPhone 15 Series, Mac, PS5, Xbox, laptops, and PCs, making it versatile for different needs and platforms.   ","https://www.sigma-computer.com/item?id=7364&name=Lexar_SL500M_2TB_External_SSD_with_Magnetic_Set__USB3.2_Gen2x2_Portable_SSD__up_to_2000MB_s_Read__Compact_External_Solid_State_Drive_Ultra_Slim_Compatible_with_iPhone_15_Series_Mac_PS5_XBOX_Laptop_PC","N/A","N/A","N/A","N/A"
"Lexar SL500M 1TB External SSD with Magnetic Set  USB3.2 Gen2x2 Portable SSD  up to 2000MB s Read  Compact External Solid State Drive Ultra Slim Compatible with iPhone 15 Series Mac PS5 XBOX Laptop PC","5499 LE"," In Stock  "," ضمـــــــان ثـــــلاث سنـــــوات The Lexar SL500M 1TB External SSD is a high-performance portable storage solution that offers fast read speeds and excellent compatibility across a variety of devices.  Storage Capacity: 1TB of high-speed storage, perfect for storing large files, games, videos, and more. Speed: Equipped with USB 3.2 Gen 2x2 interface, it delivers up to 2000MB/s read speeds, providing rapid file transfers. Magnetic Set: Comes with a magnetic set for secure mounting, ideal for use in tight spaces or when you need to keep it in place. Compact Design: Ultra-slim and lightweight, making it portable and easy to carry on the go. Wide Compatibility: Works seamlessly with devices like the iPhone 15 series, Mac, PS5, Xbox, laptops, and PCs. It's perfect for gamers, professionals, or anyone who needs quick access to large amounts of data.   ","https://www.sigma-computer.com/item?id=7363&name=Lexar_SL500M_1TB_External_SSD_with_Magnetic_Set__USB3.2_Gen2x2_Portable_SSD__up_to_2000MB_s_Read__Compact_External_Solid_State_Drive_Ultra_Slim_Compatible_with_iPhone_15_Series_Mac_PS5_XBOX_Laptop_PC","N/A","N/A","N/A","N/A"
"Lexar NM610PRO 1TB SSD  NVME 1.4 PCIe Gen3x4 M.2 2280 Internal SSD  Up to 3300MB s Read  2600MB s Write  3D NAND Flash Internal Solid State Drive for Laptop  Desktop Computer  PC","2699 LE"," In Stock  "," ضمـــــــان ثـــــلاث سنـــــوات   Type: Internal SSD Form Factor: M.2 2280 Interface: NVMe 1.4, PCIe Gen3x4 Capacity: 1TB Read Speed: Up to 3300 MB/s Write Speed: Up to 2600 MB/s   ","https://www.sigma-computer.com/item?id=7354&name=Lexar_NM610PRO_1TB_SSD__NVME_1.4_PCIe_Gen3x4_M.2_2280_Internal_SSD__Up_to_3300MB_s_Read__2600MB_s_Write__3D_NAND_Flash_Internal_Solid_State_Drive_for_Laptop__Desktop_Computer__PC","N/A","N/A","N/A","N/A"
"Lexar 2TB Professional NM800 PRO SSD with Heatsink PCIe Gen4 NVMe M.2 2280 Internal Solid State Drive  Up to 7500 6500 MB s Read Write  for PS5  Gamers and Creators  Black  LNM800P002T-RN8NG ","7999 LE"," In Stock  "," ضمــــــــان ثـــلاث سنـــوات Lexar 2TB Professional NM800 PRO SSD with Heatsink - Key Specs:  Form Factor: M.2 2280 Interface: PCIe Gen4 x4, NVMe 1.4 Speed: Up to 7500 MB/s (Read), 6500 MB/s (Write) Compatibility: PS5, PCs, Laptops Cooling: Integrated heatsink Use Case: Gamers, Creators, Professionals   ","https://www.sigma-computer.com/item?id=7353&name=Lexar_2TB_Professional_NM800_PRO_SSD_with_Heatsink_PCIe_Gen4_NVMe_M.2_2280_Internal_Solid_State_Drive__Up_to_7500_6500_MB_s_Read_Write__for_PS5__Gamers_and_Creators__Black__LNM800P002T-RN8NG_","N/A","N/A","N/A","N/A"
"Lexar LD5DS016G-B4800GSST 1x16GB DDR5 4800Mhz RAM","2199 LE"," In Stock  "," Here are the key specifications for the Lexar DDR5 SODIMM Laptop Memory:  Capacity: 16 GB (1 x 16 GB) Type: DDR5 SODIMM Speed: 4800 MHz CAS Latency: CL40 Voltage: 1.1V Compatibility: Laptops with DDR5 support         ","https://www.sigma-computer.com/item?id=7342&name=Lexar_LD5DS016G-B4800GSST_1x16GB_DDR5_4800Mhz_RAM","N/A","N/A","N/A","N/A"
"Asus TUF Gaming A15 FA507NUR-LP007W Laptop  AMD Ryzen 7 7435HS  512GB SSD  16GB RAM  15.6 Inch FHD Display 144Hz  NVIDIA GeForce RTX 4050 6GB  Windows 11- Jaeger Gray","44999 LE"," In Stock  "," ضمــــــان سنــــة Here’s a concise summary of the key specifications for the ASUS TUF Gaming A15 FA507NUR-LP007W: Key Specifications:  Processor: AMD Ryzen™ 7 7435HS (3.1GHz, up to 4.5GHz, 8 cores, 16 threads) Graphics: NVIDIA® GeForce RTX™ 4050 (6GB GDDR6) TGP (140W) RAM: 16GB DDR5-4800 (Dual channel support) Storage: 512GB M.2 NVMe™ PCIe® 4.0 SSD Display: 15.6-inch FHD (1920 x 1080), 144Hz, IPS-level, 100% sRGB OS: Windows 11 Keyboard: Backlit Chiclet Keyboard with 1-Zone RGB Color: Graphite Black         ","https://www.sigma-computer.com/item?id=7333&name=Asus_TUF_Gaming_A15_FA507NUR-LP007W_Laptop__AMD_Ryzen_7_7435HS__512GB_SSD__16GB_RAM__15.6_Inch_FHD_Display_144Hz__NVIDIA_GeForce_RTX_4050_6GB__Windows_11-_Jaeger_Gray","N/A","N/A","N/A","N/A"
"ASUS TUF Gaming F15 FX507VI-LP066W Gaming Laptop Intel Ci7-13620H 16GB RAM 1TB SSD RTX 4070 8GB 15.6    FHD 144Hz Win11","67499 LE"," In Stock  "," ضمــــــان سنــــة Key Specifications:  Processor: Intel® Core™ i7-13620H, up to 4.9 GHz, 10 cores Memory: 16GB (8GB DDR5-4800 SO-DIMM x2) Storage: 1TB PCIe® 4.0 NVMe™ M.2 SSD Graphics: NVIDIA® GeForce RTX™ 4070, 8GB GDDR6 Display: 15.6-inch FHD (1920 x 1080), 144Hz Operating System: Windows 11 Home Color: Jaeger Gray   ","https://www.sigma-computer.com/item?id=7332&name=ASUS_TUF_Gaming_F15_FX507VI-LP066W_Gaming_Laptop_Intel_Ci7-13620H_16GB_RAM_1TB_SSD_RTX_4070_8GB_15.6____FHD_144Hz_Win11","N/A","N/A","N/A","N/A"
"ASUS ROG Strix G16 G614JV-N3487W   13th Gen Intel Core i7-13650HX Processor   DDR5 16GB   1TB PCIe 4.0 NVMe M.2 SSD   NVIDIA GeForce RTX 4060 Laptop GPU 8GB   16","67999 LE","N/A"," ASUS ROG Strix G16 G614JV-N3487W – Key Specs  OS: Windows 11 Home Processor: Intel Core i7-13650HX (13th Gen) – 14 cores (6P + 8E), up to 4.9 GHz GPU: NVIDIA GeForce RTX 4060, 8GB GDDR6, 140W Display: 16  FHD+ (1920x1200), IPS, 165Hz, 100% sRGB, G-Sync, Dolby Vision RAM: 16GB DDR5 (upgradable to 32GB) Storage: 1TB PCIe 4.0 NVMe SSD Ports: Thunderbolt 4, USB-C, HDMI 2.1, RJ45 LAN Network: Wi-Fi 6E, Bluetooth 5.3 Keyboard: RGB Backlit (4-zone) Audio: Dolby Atmos, AI noise cancellation Camera: 720p HD Battery: 90Wh, 280W charger Weight: 2.5 kg         ","https://www.sigma-computer.com/item?id=7331&name=ASUS_ROG_Strix_G16_G614JV-N3487W___13th_Gen_Intel_Core_i7-13650HX_Processor___DDR5_16GB___1TB_PCIe_4.0_NVMe_M.2_SSD___NVIDIA_GeForce_RTX_4060_Laptop_GPU_8GB___16","N/A","N/A","N/A","N/A"
"LENOVO LOQ 15IRX9 83DV00P4AX GAMING LAPTOP INTEL Core i5-13450HX 10 Cores     NVIDIA GeForce RTX 3050 6GB     16GB RAM DDR5 512GB SSD    15.6 FHD 100  sRGB IPS 144HZ","38499 LE"," In Stock  "," ضمــــــان سنــــــة   Processor: Intel® Core™ i5-13450HX (10C, 16T, up to 4.6 GHz) Graphics: NVIDIA® GeForce RTX™ 3050 (6GB GDDR6) Memory: 16GB SO-DIMM DDR5-4800 (up to 32GB) Storage: 512GB SSD (M.2 2242 PCIe® 4.0x4) + supports up to 2 drives Display: 15.6  FHD (1920x1080), 144Hz, G-SYNC® Weight: Starting at 2.38 kg (5.25 lbs) Connectivity: Wi-Fi® 6, Bluetooth 5.2, various USB ports, HDMI® 2.1 Battery: Integrated 60Wh Operating System: None (OS not included) Security: Firmware TPM 2.0, E-shutter         ","https://www.sigma-computer.com/item?id=7329&name=LENOVO_LOQ_15IRX9_83DV00P4AX_GAMING_LAPTOP_INTEL_Core_i5-13450HX_10_Cores_____NVIDIA_GeForce_RTX_3050_6GB_____16GB_RAM_DDR5_512GB_SSD____15.6_FHD_100__sRGB_IPS_144HZ","N/A","N/A","N/A","N/A"
"Laptop HP 15S EQ2383NIA - AMD Ryzen 3 5300U - AMD Radeon Graphics - 8GB DDR4 3200MHz - 256GB NVMe SSDD - 15.6 inch FHD VA","15799 LE"," In Stock  "," ضمــــــــــان سنـــــــــة Key Specifications:  Processor: AMD Ryzen 3 5300U (4 Cores / 8 Threads, Base 2.6GHz, Boost up to 3.8GHz) Graphics: AMD Radeon Integrated Graphics Memory: 8GB DDR4 3200MHz (Expandable) Storage: 256GB NVMe SSD (Fast boot and load times) Display: 15.6-inch Full HD (1920x1080), VA Panel (Better viewing angles and color than TN) Operating System: Usually ships with FreeDOS (can upgrade to Windows 10/11) Ports: USB-C, USB-A, HDMI, headphone jack, SD card reader Connectivity: Wi-Fi 5, Bluetooth 5.0 Battery: ~41Wh (provides decent 6-8 hours on light use) Weight: ~1.7 kg         ","https://www.sigma-computer.com/item?id=7325&name=Laptop_HP_15S_EQ2383NIA_-_AMD_Ryzen_3_5300U_-_AMD_Radeon_Graphics_-_8GB_DDR4_3200MHz_-_256GB_NVMe_SSDD_-_15.6_inch_FHD_VA","AMD_Ryzen_3_5300U","AMD_Radeon_Graphics","8GB_DDR4_3200MHz","256GB_NVMe_SSDD"
"KLEVV CRAS C730 2TB M.2 PCIe 3x4 NVMe Internal Solid State Drive","5799 LE"," In Stock  "," ضمــــــــان ثـــلاث سنـــوات Key Features:   Performance for Gamers & Creators:  Fast load times for games and applications. Smooth data access, perfect for heavy workloads like video editing or rendering.    Durability and Reliability:  Built with 3D TLC NAND for a good balance between performance and longevity. Rated for 1,500 TBW, ensuring a long product life.    Thermal Management:  The drive features built-in thermal throttling protection to maintain optimal performance under heavy loads.    Compatibility:  Works with PCs, laptops, and compatible gaming consoles that support PCIe Gen 3 x4 NVMe SSDs.    Software Support:  Offers KLEVV Data Migration Tool for easy data transfer and drive management.     ","https://www.sigma-computer.com/item?id=7320&name=KLEVV_CRAS_C730_2TB_M.2_PCIe_3x4_NVMe_Internal_Solid_State_Drive","N/A","N/A","N/A","N/A"
"HP VICTUS 16-R1045 Gaming Laptop 14th Gen Intel Core i7-14700HX Processor 16 FHD Display 16GB Ram 1TB SSD NVIDIA GeForce RTX 4050 6GB DOS - SILVER","57999 LE"," In Stock  "," ضمـــــــــان سنـــــــــــة   Operating System: FreeDOS 3.0 Processor: Intel® Core™ i7-14700HX (up to 5.5 GHz, 20 cores, 28 threads) Graphics: NVIDIA® GeForce RTX™ 4050 (6 GB GDDR6) Memory: 16 GB DDR5-5600 MT/s Internal Storage: 1 TB PCIe® Gen4 NVMe™ M.2 SSD Display: 16.1 inches, FHD (1920 x 1080), 144 Hz, IPS Battery: 70 Wh, up to 5 hours and 15 minutes Dimensions: 36.9 x 25.94 x 2.29 cm (front) / 36.9 x 25.94 x 2.39 cm (rear) Weight: 2.33 kg         ","https://www.sigma-computer.com/item?id=7313&name=HP_VICTUS_16-R1045_Gaming_Laptop_14th_Gen_Intel_Core_i7-14700HX_Processor_16_FHD_Display_16GB_Ram_1TB_SSD_NVIDIA_GeForce_RTX_4050_6GB_DOS_-_SILVER","N/A","N/A","N/A","N/A"
"HP VICTUS 16-R1043NE Gaming Laptop 14th Gen Intel Core i7-14700HX Processor 16 FHD Display 16GB Ram 512GB SSD NVIDIA GeForce RTX 4050 6GB DOS - Blue","53999 LE"," In Stock  "," ضمـــــــان سنـــــة   Processor: Intel® Core™ i7-14700HX (20 cores, up to 5.5GHz) (28 Threads) RAM: 16GB DDR5 5600 MT/s (2 x 8 GB) Storage: 512GB PCIe® Gen4 NVMe™ SSD Graphics: NVIDIA® GeForce RTX™ 4050 (6GB GDDR6) Display: 16.1  FHD, 144Hz, IPS, 300 nits Keyboard: Full-size, Backlit (Performance Blue) with Numeric Keypad Connectivity: Wi-Fi 6E, Bluetooth® 5.3, LAN, USB-C with Power Delivery Battery: 4-cell, 70Wh, 230W charger Weight: ~2.5 kg OS: DOS (No pre-installed OS)         ","https://www.sigma-computer.com/item?id=7310&name=HP_VICTUS_16-R1043NE_Gaming_Laptop_14th_Gen_Intel_Core_i7-14700HX_Processor_16_FHD_Display_16GB_Ram_512GB_SSD_NVIDIA_GeForce_RTX_4050_6GB_DOS_-_Blue","N/A","N/A","N/A","N/A"
